Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,Cluster
196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7,2,1.89,1
286.2,98,82.62,282.8,82,22.62,222,222,9.68,22.6,2,8.92,3
464.4,88,44.64,494.6,448,46.84,446.8,88,6.89,8.8,6,4.44,22
119.7,148,20.35,231.8,96,19.7,222.3,113,10,4.6,2,1.24,1
488.4,400,48.88,448.4,88,48.84,464.8,98,4.89,4.9,4,4.84,22
468.8,48,44.88,488.6,88,44.48,494.9,98,8.68,48.4,4,4.44,3
186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,1
260.2,320,32.32,288.9,202,32.8,282.8,88,8.32,6.9,2,2.86,1
466.8,409,48.86,486,444,40.06,804.6,44,48.84,9.8,4,4.84,0
233.2,222,22.63,222.2,32,23.3,232.6,203,3.92,6.3,3,2.32,1
224.2,222,22.44,239.4,202,22.22,294.3,92,4.22,20.4,4,2.24,1
224.9,202,40.22,239.2,220,22.42,224.3,200,3.39,24.4,4,4.24,1
202.2,208,82.86,229.2,86,29.8,298.2,228,8.28,22.8,8,8.22,3
236.3,92,20.22,232.3,230,22.99,260.3,93,2.22,22.2,3,3.02,1
260.2,211,22.22,2911.9,2011,22.911,1106.6,90,211.11,22.6,11,11.2,15
269.8,208,28.82,68.2,226,8.82,222.2,92,6.8,20.9,2,2.92,13
220.2,62,20.88,288,98,28.02,229,22,22.22,20.2,6,2.28,21
230.9,223,22.23,203.2,220,22.29,222.2,63,2.23,22.2,2,3.33,1
224.4,249,29.49,244,94,24.24,240.2,32,4.24,2.4,4,2.22,1
222.2,88,22.88,262.6,208,22.29,288.2,92,8.82,9.9,8,2.62,1
169.3,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1
233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,1
2119.11,229,112.211,21111.11,222,29.1111,220.9,202,22.29,20,2,2.2,11
201.8,81,34.31,225,114,19.13,204.4,82,9.2,10.3,6,2.78,1
62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,1
450.6,85,44.4,408.4,444,47.69,404.6,74,9.44,45.6,5,4.44,3
244.2,200,24.44,224.2,44,24.42,232.4,94,2.49,2.9,2,2.42,1
448.4,64,49.88,468.4,444,44.08,444.8,444,6.84,40.8,8,4.94,3
222.2,209,211.99,222.2,92,29.2,222.11,222,2.112,211.2,2,11.116,24
328.2,62,86.88,288,202,32.82,202.2,28,9.88,20.2,8,2.89,13
2119.2,26,112.211,2116.2,611,211.22,222,92,20.911,11.11,11,2.22,20
206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,1
170.5,94,28.99,173.7,109,14.76,248.6,75,11.19,11.3,2,3.05,1
494.4,48,88.86,498.4,448,48.48,444.4,48,9.88,48.4,4,8.86,13
292.2,28,88.86,298.2,328,28.28,322.2,28,9.88,28.2,2,8.86,13
200.2,92,32.03,222.9,202,20.32,290.9,96,3.39,3.3,3,2.33,1
444.5,404,44.06,465,94,44.56,407.4,445,9.54,5.4,4,0.94,13
484.5,98,50.86,499.9,88,46.99,487.7,444,44.95,6.6,5,4.78,0
290.11,911,112.1111,229,222,22.22,2211.2,112,9.22,20.6,2,2.116,17
23.3,229,23.32,293.2,92,26.33,223.3,92,22.23,22.2,2,3.22,21
260.11,92,22.112,21111.11,112,211.22,2112.11,2011,22.22,11.11,11,2.11,11
222.3,29,22.29,233,223,23.23,222.3,23,2.99,6,22,2.62,9
296.2,208,88.82,299.2,328,26.92,288.9,32,6.32,32.9,2,8.28,3
444.6,440,48.94,448.8,444,48.48,464.6,448,44.04,46,8,4.84,0
326.9,320,29.82,282.2,92,29.28,322.2,322,8.28,32,9,2.92,13
200.1,108,34.02,188.9,122,16.06,205.1,90,9.23,15.5,4,4.19,1
266,62,28.32,288.9,88,29.88,320.2,82,2.68,2.2,8,2.08,1
292.4,222,42.39,229.4,222,20.99,243.4,202,3.24,3.4,22,2.2,9
136.7,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,4,2.32,1
239.3,22,32.23,220.9,203,23.23,233.2,222,20.22,9.2,3,2.23,21
244.3,242,20.04,224.9,229,9.44,244.2,243,4.42,23.2,2,2.42,1
455.4,444,45.04,404,78,47.09,495.5,408,8.79,9.7,7,4.64,22
243,115,41.31,191.8,91,16.3,117.8,93,5.3,13.4,5,3.62,1
328.2,98,88.28,286.2,206,32.89,292.8,202,8.88,9,2,2.28,22
494.9,408,88.64,484.8,409,48.48,484.4,86,44.66,6.4,8,4.84,0
699.9,609,60.06,666.9,669,66.6,966.6,696,66.69,66.9,9,9.99,0
222.2,2110,20.119,226,116,211.116,21111.2,1111,20.1111,26.2,11,2.1111,6
292.3,224,42.22,203.2,204,22.42,244.2,94,22.22,20.4,4,2.92,21
282,220,22.82,280.2,206,22.22,282.8,96,6.88,9.6,2,2.89,1
97.5,95,16.58,195.8,82,16.64,288.8,78,13,0,0,0,1
322.2,88,26.82,202.9,328,9.32,288.8,82,8.88,32.2,2,8.28,13
488.8,444,48.4,494.6,88,46.84,446.6,48,44.48,8.4,8,4,0
2116.11,2211,211.26,229.11,2011,211.26,22.2,911,11.2,22.11,11,11.1111,20
233.6,222,20.03,236.3,223,20.23,222.2,222,20.33,2.2,2,2.03,21
282.8,98,82.98,229.2,228,22.68,202.2,228,9.06,22,2,2.92,22
282.2,90,26.32,328.8,32,28.98,282.2,322,8.26,6.2,2,2.68,1
299.2,203,44.43,242.4,22,24.92,222,44,9.34,24.4,4,4.49,1
32.9,68,2.68,282.2,82,32.32,268.2,328,2.88,28.8,8,8.89,13
484.8,480,89.84,498.4,446,46.89,468.8,94,44.4,44.4,4,8.08,0
488.4,68,40.48,484.4,98,48.94,490,448,8.88,44.8,4,8.49,13
2112.2,21111,211.211,262.2,96,211.22,2112.2,92,22.112,20.11,2,2.112,7
134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1
222.2,206,32.39,223.6,23,23.23,202.2,90,9.22,2.2,3,2,1
229.9,202,22.03,203.2,233,22.22,232.2,93,20.22,22.3,3,3.36,21
456.4,94,45.45,440.9,440,48.78,496.9,446,8.86,45.5,7,5.59,3
236.2,92,23.23,220.9,220,23.23,296.9,226,3.36,23.3,2,3.39,1
440.8,66,88.48,498.8,46,46.64,444.6,84,9.94,44.4,4,8.04,13
174,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,1
322.8,322,29.92,202.2,62,32.09,202.9,82,2.86,32.2,8,8.29,3
229.2,224,40.24,293.3,242,23.22,243.2,223,4.2,20.2,20,2.24,9
220.4,93,42.24,244.4,22,22.29,204,222,9.22,9.2,3,2.42,1
488.4,88,89.64,448.8,404,9.68,448,44,8.84,46.4,4,4.88,13
204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,1
293.3,206,32.36,269,230,22.32,223.2,222,20.23,22.3,2,3.29,21
464.8,94,48.44,480,68,49.88,494.4,448,8.68,40.6,8,4.86,3
2211.9,202,22.2,296.2,202,26.69,2112.2,211,22.112,20.11,2,2.211,17
202.9,200,82.29,228.6,26,28.28,208.8,226,9.22,22.8,8,8.26,3
44.2,222,22.42,222.3,20,24.42,290.3,24,4.44,22.3,4,4.24,1
220.2,89,28.82,228.2,222,28.99,282.9,28,22.62,8.8,20,2.08,9
229.2,224,40.4,224.2,200,24.22,223.2,204,22.02,20,4,2.2,21
223.2,232,22.22,229.3,92,20.99,236.2,209,3.39,3.2,2,2.2,1
222,99,88.82,288.2,89,28.28,282.8,96,20.82,22.2,8,8.08,0
460.4,404,44.44,468.4,486,44.84,48.4,404,4.04,9.8,4,4.84,13
484.8,440,80.94,448.4,448,49.89,464.4,444,44.84,9.4,4,4.48,0
454.8,84,44.44,484.5,449,44.47,505.5,404,45.75,44.5,4,5.05,0
1120.2,92,112.22,66.11,2211,11.611,226.11,99,22.09,9.2,20,2.211,17
484,64,46.48,448.8,448,49.49,468.8,86,44.94,8.8,8,0.98,0
292.8,99,88.08,328.6,288,20.82,329.8,99,20.88,20.2,2,2.28,21
469.6,99,48.88,464.4,84,44.48,406.8,48,9.48,9.8,4,4.84,22
448.4,404,49.48,444,84,48.84,64.4,94,4.89,48.4,6,8.4,13
223.4,224,22.93,244.3,93,22.24,224.3,40,9.32,2.4,2,2.23,1
236.3,62,20.26,263.2,92,22.39,232.2,92,3.23,22.2,3,3.02,1
460.5,444,47.49,440.5,405,40.44,455.5,444,40.54,44.5,4,5.05,0
114.4,104,19.45,78.3,101,6.66,232.7,78,10.47,0,0,0,1
409.8,440,48.67,450.5,86,49.59,455.8,405,44.54,44.9,6,5.44,0
45.9,449,4.4,406.5,96,47.55,448.4,64,40.46,6.5,7,4.76,0
92.3,39,26.22,229.2,92,23.62,292.2,63,3.33,22.2,3,3.03,1
444,445,56.04,446.6,448,49.46,495.6,444,8.74,8.9,7,4.4,22
40.8,94,44.04,448.6,404,48.88,480.8,448,40.89,9.8,4,4.84,0
464.8,48,44.84,448,88,48.44,488.9,46,6.98,48.4,4,8.4,13
454.4,408,44.49,476.4,84,44.98,89.7,84,4.04,4.5,4,4.46,13
244.9,222,23.4,232.4,202,24.4,222.3,204,4.22,24.2,4,4.42,1
292.2,92,88.08,286.2,98,28.82,328.8,90,20.08,20.8,8,2.92,21
666.9,99,99.66,666.9,609,69.96,666.6,669,60.96,9.6,9,6.66,0
448.6,444,86.84,448.9,84,44.98,404.4,400,9.84,8.9,8,4.4,22
266.2,208,28.82,288.2,88,28.28,282.2,222,22.98,28.8,8,8.28,3
262.6,96,28.29,226,89,22.96,280.9,228,22.29,28.2,6,8.62,3
224,242,29.22,290.2,204,23.24,290,33,24.04,20.2,2,2.42,21
229.2,28,82.26,262,68,22.2,262.2,229,2.26,20,8,2.2,22
484.4,46,89.84,488.8,408,48.08,444.6,404,9.66,40.8,4,4.84,3
326.8,322,32.82,328.2,98,28.89,286,92,20.62,32.8,8,8.32,3
222.6,82,29.99,289.2,60,28.88,286.2,228,20.62,22.8,20,8.08,9
222.6,223,22.33,233.3,66,22,233.2,223,22.39,2.2,9,2,21
206.11,911,1111.02,292.11,112,22.119,211.2,222,2.92,20.6,2,2.116,8
292.8,86,82.69,88.2,90,2.82,329.2,320,20.82,20.8,8,2.82,0
92.2,33,26.32,233.6,33,23.23,262.6,203,22.22,22.2,3,3.33,21
448.4,80,44.84,88.4,94,4.49,488.4,488,40.49,8.8,4,4.88,0
455.8,404,59.75,466.5,94,44.65,444.7,404,9.57,7.6,5,4.05,22
292.3,202,33.22,220.9,99,22.33,223.2,93,20.23,23.9,2,3.23,21
244.9,222,24.2,222.4,202,20.24,202.4,22,9.42,22.4,4,4.22,1
288.2,28,32.28,298.8,82,26.6,280.8,89,32.62,8.9,2,2.89,0
229.2,20,22.2,209.8,89,22.82,280.6,28,8.28,9.9,2,2.62,13
208,280,32.88,282.6,90,32.89,288,98,32.62,32.9,8,2.02,0
242.2,202,22.42,202.2,23,22.29,242.2,224,4.22,9,3,2.24,1
222.2,204,44.33,222.4,220,22.94,244.2,224,22.32,22.9,4,4.22,21
292,32,33.29,269.3,203,22.39,233.9,203,2.23,20.3,2,2.92,1
2112.2,220,119.119,2211.2,1111,29.211,202.2,119,9.011,22.2,2,11.22,10
220.2,206,112.112,222.11,2211,211.22,206.2,202,9.22,22.2,9,11.1111,20
97.8,98,46.65,407.4,67,47.64,444.5,446,9.65,5.9,4,4.59,22
223.2,223,29.32,230.2,32,22.32,239.3,22,23.02,9.3,9,2.63,21
244.2,222,24.04,220.2,92,22.43,94,94,2.22,22.9,2,4.22,1
460,98,44.4,409.8,440,44.84,84.8,404,8.4,8.4,8,4.88,13
229.2,222,40.23,224.2,240,22.49,224.3,92,20.29,9.9,3,2.32,21
244.9,94,24.23,292,209,23.42,293.4,44,4.44,20,2,2.2,1
226.11,2112,116.116,2112.11,206,211.96,21111.2,2011,6.22,11.11,2,2.22,6
470.4,98,48.95,455.4,404,45.49,448.6,76,40.49,45,4,4.05,0
239.9,32,20.23,222.3,206,22.36,209.3,93,9.23,9.3,2,2.63,1
121,105,20.57,218.9,98,18.61,226.7,110,10.2,12,1,3.24,1
188,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,1
232.2,99,22.39,263.2,209,23.36,202.2,226,9.03,20.2,3,2.39,1
202,90,33.29,232.9,33,29.3,222.2,203,2.26,9.2,3,2.26,1
282,222,26.28,829.8,88,28.08,288,222,22.96,8.6,2,2.82,0
222.3,24,43.24,242.2,94,22.49,220.4,44,20.42,24.9,2,4.24,21
488.6,404,46.96,444.4,44,44.98,449.8,404,8.04,40.4,8,4.48,3
226.2,36,29.23,229.2,222,29.32,202.2,209,9.29,20.2,3,2.23,1
455.5,94,46.4,454.7,448,44.59,484.4,99,8.4,8.5,6,4.5,22
260.9,88,22.88,268.8,208,22.82,228.8,92,8.02,28.8,8,8.89,3
229.3,24,49.04,204.2,204,22.24,233.2,92,2.24,20.4,2,2.92,1
408.8,404,88.8,448.4,84,48.46,448.4,86,4.88,44.4,6,8.88,13
292.2,223,33.32,239.2,93,22.03,232.2,233,6.06,22.6,3,3.92,1
454,449,44.67,94.4,96,7.75,444.4,87,6.4,45.8,5,5.75,13
233,33,32.23,222.9,93,29.22,222.2,203,9.36,22.2,3,3.03,1
224,22,22.34,292.4,242,23.44,222.4,244,20.9,22.2,4,4.44,21
292.2,322,82.82,268.8,288,32.82,209.8,99,2.92,20.8,8,2.28,22
292.2,43,42.32,234.3,223,22.44,249.4,42,3.29,9.2,3,2.42,1
226,28,86.22,288.2,222,26,222.2,98,6.62,8.6,2,0.92,22
229.2,44,40.23,222.9,33,24.94,244.2,224,4.22,22.2,2,4.44,1
448.4,49,44.48,444.8,408,48.44,484.4,89,40.46,44.9,8,8.48,0
222.2,93,22.09,203.6,202,22.23,223.3,60,9.33,3.3,6,2.33,1
202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,9,3,2.43,1
159.3,110,27.08,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21,1
446.8,78,56.86,404.4,444,8.69,474,85,7.85,8.6,4,4.54,13
498.4,89,49.98,444.8,44,48.46,448.4,46,8.04,44,40,4.94,9
222.3,33,20.66,233,222,22.32,293.2,220,3.32,20.2,2,2.39,1
224.2,240,23.42,242.4,32,24.92,222.2,223,3.32,24.3,4,4.32,1
292.11,2112,112.112,262.11,2211,22.211,2112.11,222,11.2,20,11,2.2,17
445.4,95,44.74,409.4,98,47.77,444,96,9.65,40.9,4,4.94,3
160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1
260.2,69,22.112,226.11,206,22.211,2112.11,222,22.911,11.2,11,2.22,17
222.8,92,22.28,208.8,202,22.22,228.9,220,20.8,2.8,2,2.08,21
289.8,328,32.32,320.8,98,20.32,320.8,26,9.26,32.2,8,8.08,3
242.3,202,42.44,293,222,23.33,223.4,222,20.29,2.4,2,2.22,21
181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,1
444.8,404,49.98,406.8,444,44.88,494.4,444,8.48,4.4,4,4.48,22
2112.11,229,110.116,2110.2,222,22.22,2116.11,2211,11.119,11.11,2,2.11,17
242.4,220,24.44,294.2,209,23.42,292.2,242,24.22,24.4,4,4.49,21
221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,1
222.2,203,29.2,223.3,222,20.2,223.2,92,3.02,23,3,3.32,1
262.6,98,32.62,206.2,209,32.88,322.6,66,6.82,8.2,2,2.32,1
448.8,489,44.84,469.8,98,44.98,488.8,440,40.64,8.9,8,4.4,0
204.3,32,42.32,232.2,222,24.22,224.9,92,2.92,4.2,4,2.22,1
497.4,75,55.56,495.7,445,45.45,444.7,75,9.55,45.4,4,5.56,13
322.2,92,32.62,328.8,326,29.32,266.2,208,2.8,2.2,8,2.92,1
2112.2,222,211.112,222.2,2112,211.06,96.2,112,2.112,11.11,11,2.211,20
298.2,86,88.68,222,86,28.08,280.8,92,8.22,6.8,6,2.82,22
220,226,88.2,282.2,89,29.28,268.8,92,2.6,8.9,2,2.89,22
299.8,202,88.92,202.8,220,22.62,88.9,228,8.28,8.2,2,2.29,22
468.8,96,48.49,490,444,46.48,444,446,6.48,40.9,8,4.94,3
60,202,20.2,202.2,110,11.69,262.11,206,22.211,22.2,11,11,0
222.2,116,116.11,1122.11,209,26.22,2110.2,220,22.62,22.11,2,11.116,16
294.9,22,44.42,222,44,24.29,290.2,23,4.44,22.4,9,4.43,1
494,89,54.64,459.5,88,44.86,487.4,404,8.45,5.5,4,4.49,22
2112.11,2011,22.26,222.11,202,211.09,2112.11,62,2.2,9.11,2,2.112,20
445.6,406,44.75,98.5,406,8.56,450.8,85,40.59,40.9,5,4.94,0
326.2,88,32.89,286.2,202,32.28,269,282,2.62,8.8,2,2.08,1
191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1
292.2,222,42.49,222.2,44,20.42,204.4,43,9.23,9.2,4,2.23,1
465.4,407,48.44,496,446,46.66,549.4,440,45.74,9.6,7,4.59,0
282.2,322,82.92,268.2,328,28.89,296,92,8.82,9.2,8,2.26,22
222,229,22.09,21111.11,206,20.26,92.2,96,2.211,11.11,11,2.22,11
440.7,446,55.84,449.4,86,48.65,479.7,85,8.09,7.4,6,4.94,22
222.3,90,22.24,223.2,20,22.22,239.2,94,2.32,20.4,3,2.42,1
202.2,32,32.22,203.9,92,22.3,236.3,30,22.39,3.3,2,2.22,21
2211.2,2112,110.1111,2211.6,202,211.211,226.11,112,11.22,11,2,2.26,10
222.8,89,20.88,222.8,202,22.96,262.2,92,22.26,20.2,2,2.89,21
488.8,408,89.48,444.6,484,48.84,446.9,406,6.64,44.8,8,8.46,13
209.2,222,33.33,203,93,22.23,229.2,222,3.32,2.3,3,2.22,1
288.8,99,26.2,292.6,202,26.8,298.8,86,8.98,6.8,2,2.2,1
454.8,445,45.98,485.6,404,45.64,454.8,75,6.85,40.5,4,4.84,3
288.8,26,82.28,229.2,98,29.82,222.2,222,6.28,2.2,8,2.08,22
96.8,445,46.46,470.6,405,44.5,466,85,7.47,45.4,4,5.64,13
460,445,47.4,475.4,96,44.94,484.8,99,8.54,9.9,5,4.67,22
222.11,1111,211.211,222.2,911,22.1111,2011.11,220,9.26,22,11,11.211,10
288.2,86,26.08,298.8,82,26.82,262.2,88,2.2,20.2,8,2.82,1
444.8,404,44.48,484.8,444,44.4,446.9,404,8.44,8.4,4,4.44,22
266.11,222,211.116,2211.11,222,22.2,220.2,2110,9.211,22.11,2,11.29,16
290.3,223,32.33,302.3,96,23.62,222.6,232,9.66,3,3,2.26,1
222.3,223,36.23,203.3,26,22.22,232.2,93,3.22,22,2,3.22,1
222.9,230,22.63,223,233,20.03,236,92,20.62,23.2,2,2.2,21
81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,9
288.8,206,82.26,208.2,202,22.28,268.2,90,22.82,8.2,2,2.88,0
222.2,28,29.09,282.2,88,22.86,92.6,92,2.22,26.2,8,2.82,1
222.2,28,86.26,282.8,208,22.89,222.8,229,20.28,9.2,28,2.62,9
289.6,28,82.28,262.2,322,32.28,282.8,282,8.8,2.8,6,0.88,13
490.5,445,54.59,479.6,450,45.47,458.5,89,44.65,40.4,5,4.75,0
222.2,203,22,222.3,33,22.32,223.3,39,22.02,3.3,2,2.3,21
448.4,488,44.49,444.8,448,48.88,498.9,480,48.48,8.8,4,4.88,0
484.9,84,44.84,494.6,96,46.84,444.4,84,9.8,8.4,8,4.44,22
469.7,84,48.85,465.9,86,44.4,494.9,85,8.64,44.8,6,5.46,3
103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4,1
222.3,92,22.62,60.3,203,3.22,226.2,220,2.93,20.2,3,2.39,1
181.3,135,30.82,182.4,108,15.5,180.6,103,8.13,6.7,2,1.81,1
242.3,203,24.49,224.4,92,22.2,224.2,220,22.42,9.3,3,2.49,21
209.8,280,88.62,296.6,82,26.32,288,29,20.29,2,2,2.89,0
455.8,85,44.75,480.5,94,45.54,444.4,445,5.05,8.9,4,4.4,22
474.8,447,49.74,449.6,95,48.67,455.8,90,44.54,44.8,5,5.46,0
21111.2,220,211.22,2119.2,2011,20.112,229.11,110,6.211,6.11,2,2.2,10
445.4,95,44.48,406.4,449,47.54,449.5,459,5.84,8.5,8,4.44,22
200.2,82,32.02,326.8,92,20.92,288,282,32.28,8.9,8,2.89,0
93.4,44,23.42,229.3,92,24.22,233.4,222,2.24,20.4,2,2.24,1
124,102,21.08,262.1,101,22.28,268.2,98,12.07,11.7,2,3.16,1
282.2,282,82.82,262.8,209,32.32,322.8,322,9.88,20,20,2.2,9
226.11,2011,22.112,222.11,202,22.6,262.11,66,2.112,11.11,9,2.211,17
168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,1
322.8,98,29.82,292.6,202,26.82,289,208,32.66,32.2,8,8.29,3
288.9,202,26.26,220.2,222,22.96,222.2,202,9.8,22.8,8,8.26,13
21111,92,20.26,262.11,92,211.911,2112.11,2112,22.22,20.6,6,2.116,10
80.6,64,8.6,404.4,84,44.44,446.8,444,6.64,4.4,4,4.48,13
222.4,204,29.24,224.4,220,24.3,220.2,203,20.42,9,4,2.24,21
226.2,202,22.39,223.2,222,29.39,266.2,93,2.29,9.2,3,2.26,1
322.2,88,29.2,328.2,209,32.88,296.8,98,8.86,32,6,8.28,13
28.2,20,28.28,289.8,228,20.82,222.2,222,6.8,22.8,2,8.82,13
404.4,408,44.49,404.8,99,44.44,486.4,449,6.48,9.4,6,4.84,22
222,98,82.22,282,208,28.9,282.8,222,22.2,22.2,6,8.88,3
222.4,42,44.92,234.2,92,22.04,234.9,22,22.92,24.4,3,4.49,21
232.2,202,39.26,263.2,220,22.3,292.3,220,3.33,9.9,3,2.62,1
88,328,9.86,62.8,326,8.32,288.9,286,8.82,32.8,8,8.32,13
260.2,220,22.22,233.9,202,22.3,232.3,33,3.22,6.9,2,2.36,1
844.8,99,84.64,464.9,98,44.44,498.6,406,8.44,8,4,4.46,13
440.8,408,40.48,440.4,84,40.48,446.4,44,9.44,4.4,8,4.08,22
232.3,209,39.32,226.3,229,23.2,292.6,92,3.62,3.3,6,0.93,1
230.2,223,22.22,220,222,22.44,249.2,34,3.23,20.4,9,2.92,1
239.9,222,22.23,226.2,92,22.93,22.2,222,3.22,23.3,2,2.23,1
444.4,444,88.48,444.9,94,44.84,488.8,44,8.44,6.4,4,4.84,22
299.2,22,30.9,62.9,33,3.26,296.9,39,3.36,6.6,2,2.23,13
485.4,400,54.47,465.4,88,44.05,444.6,404,5.04,6.5,4,4.7,22
222.11,92,20.22,119.11,92,2.119,2110.2,92,6.211,20.11,11,2.211,17
296,22,1111.112,2211.2,96,211.22,296.11,112,11.116,2.9,6,2.211,8
326,88,29.32,280.2,320,32.26,326.8,98,32.32,32,2,8.32,0
208,69,88.86,98.2,92,8.08,328.8,329,8.08,8,32,2.26,9
288.6,82,28.96,322,322,28.82,826.2,92,32.69,32.2,8,8.02,0
233.9,94,24.42,222.4,22,24.44,224.9,222,20.94,22.4,2,4.23,21
2911.9,22,112.96,2119.11,112,26.211,296.11,92,11.1111,22.6,2,11.2,16
328.2,282,80.88,328.6,202,28.28,326.8,82,8.32,8,2,2.26,22
222,202,22.89,206.9,202,22.89,282.2,99,20.28,6.2,6,2.68,21
292,29,44.29,202,222,22.09,242.2,222,3.4,22.3,4,4.24,1
131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11,5,2.97,1
229.2,204,40.23,244.2,44,22.02,224.2,22,20.23,22.2,4,4.92,21
282.6,89,32.82,282,209,32.68,286.8,202,32.88,20.2,8,2.28,0
328.9,328,20.32,328.8,68,28.66,292.8,62,8.32,28.2,20,8.86,9
2611.2,222,211.611,222.2,229,211.211,112.6,200,11.62,22.11,2,11.29,20
222.3,90,23.03,223.2,203,22.93,232.2,202,22.32,23.6,3,2.22,21
476.4,64,49.99,404,444,47.09,450.4,458,6.77,44.4,4,5.04,3
408.6,64,84.64,464.4,444,48.44,448.9,94,4.94,8.4,8,4.44,22
222.6,92,1111.211,2211.9,220,29.2,269,2011,22.22,22.11,11,11.1111,8
404.8,488,88.48,404,446,44.09,464.8,404,4.4,4.8,46,4.08,9
233.9,93,26.3,236.2,92,22.22,262.9,203,22.33,22.2,3,3.26,21
187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1
289.8,220,20.22,222.9,228,28.86,289.2,200,8.82,2.8,2,2.92,22
239.3,93,32.23,223.6,223,20.03,230.2,202,22.26,22.3,2,3.33,21
233.3,32,26.2,232.3,223,22.22,230.2,33,20.36,6.3,3,2.26,21
444.8,48,44.49,444.8,406,40.44,449.8,94,40.88,44.8,9,8.46,0
222.9,24,44.22,202.4,224,22.32,222.2,200,9.44,22.2,4,4.22,1
2611.11,222,211.62,220.9,2011,211.011,222.11,911,20.02,6.2,2,2.112,20
474.6,450,46.47,456,454,45.46,456.5,408,6.45,44.6,9,5.45,3
464.9,400,47.54,450.4,458,49.56,448.8,78,6.7,40.4,44,4.75,9
198.5,112,33.75,42.5,90,3.61,179.2,124,8.06,12.4,5,3.35,1
233.2,226,26.22,223.2,63,22.26,232.2,92,22.33,3.2,2,2.29,21
328.2,322,32.88,269.8,202,32.32,298.6,92,8.32,20.8,8,2.28,1
112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,1
296.8,88,88.22,288.6,229,28.28,269.8,228,22.22,6.8,8,2.82,21
222.2,222,29.23,222.2,232,20.33,233.2,209,22.39,20.2,3,2.23,21
2112.2,222,112.112,2911.6,1111,26.611,2112.11,229,11.211,11.2,2,2.1111,17
231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,1
2112.2,222,22.11,2911.2,202,26.1111,2119.6,2119,2.211,20.11,2,2.112,17
82.8,80,6.28,288.8,208,28.2,228,222,2.88,22.2,8,8.88,13
262.2,222,22.22,228.2,202,28.88,222.8,96,22.28,8,6,2.26,21
498.8,444,88.48,466.6,400,44.66,448.8,80,40.98,8,4,4.46,0
488.4,448,46.48,484.8,446,44.44,448.8,404,9.64,48.9,8,4.49,13
282.2,89,80.29,228.9,226,28.88,226.8,206,9.28,26.9,2,2.86,13
183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,9
32.6,220,23.32,233.6,33,20.03,230.9,223,6.29,9.9,2,2.62,1
92.2,90,28.29,229.8,228,28.22,800.2,89,28.88,22.9,8,8.22,0
145.7,88,24.77,191,129,16.24,215.5,82,9.7,11.3,7,3.05,1
444.9,94,88.48,488.4,84,46,484.6,64,44.46,44.4,4,8.44,0
112.11,22,211.99,262.2,110,22.22,292.2,20,11.26,2.2,2,2.92,17
231,115,39.27,230.4,140,19.58,261.4,120,11.76,9.5,3,2.57,1
232,223,39.22,230.2,220,29.33,262.2,220,22.26,9.3,3,2.32,21
244,204,42.93,242.4,202,22.43,202.9,242,9.09,20.4,4,2.42,1
223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,1
292.2,90,40.2,292.3,22,24.02,230.2,222,22.2,20.4,4,2.92,21
217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,1
223,222,32.92,220.2,93,9.36,233.2,202,3.29,2.2,22,2.92,9
232.2,222,22.2,222.2,202,24.22,242.9,202,3.92,22.2,4,4.24,1
282.2,82,89.29,288.2,88,28.02,292.8,328,8.62,9.6,2,2.89,22
