VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,Churn
20,222.2,82,22.09,268.8,89,22.82,222.8,68,20.86,8.8,2,2.8,False
0,666.9,666,66.96,696.0,666,66.69,666.6,666,66.96,6.9,6,6.09,False
0,322.2,99,88.89,326.2,66,28.02,322.8,96,9.92,32.2,2,8.92,False
29,242.2,99,23.23,222.9,40,20.02,229.2,29,22.43,24.9,22,4.24,False
86,266.2,82,28.28,288.8,209,20.8,208.8,92,2.9,22.2,2,8.02,False
0,21111.2,22,26.911,1106.6,66,26.06,222.2,911,6.29,2.2,2,0.112,False
0,489.4,44,40.48,484.9,440,44.08,488.4,88,40.48,8.4,8,4.88,True
0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,False
24,93.2,222,23.44,224.9,20,24.22,242.2,42,4.29,22.9,20,4.24,False
0,32.2,22,22.92,222.3,33,23.26,202.3,222,9.06,20.3,6,2.92,False
0,405.4,445,54.88,484.8,457,45.74,476.4,445,7.94,7.0,6,4.89,False
0,288.6,208,26.32,282.9,88,29.8,322.2,92,9.62,32.2,2,8.82,True
29,286.8,228,28.26,229.8,208,28.26,22.2,98,8.2,22.8,8,8.88,False
0,228.9,229,26.86,228.6,208,28.68,288.8,90,22.29,20.9,2,2.92,False
0,243.4,114,41.38,121.2,110,10.3,162.6,104,7.32,12.2,5,3.29,False
0,292.2,911,112.66,229.11,92,22.211,2112.6,200,11.92,2.11,11,2.92,False
0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,False
0,464.8,94,44.98,460.9,448,48.68,498.6,48,8.94,9.8,8,4.84,False
0,282.8,68,82.08,282.2,96,29.28,329.2,82,6.32,2.8,2,2.08,False
0,202.2,203,32.3,223.2,203,22.26,263.3,32,2.26,22.0,2,2.92,False
0,228.6,229,29.68,262.8,202,22.26,222.8,222,6.88,22.6,9,8.2,False
0,222.9,220,43.29,242.0,39,24.9,224.2,22,4.23,3.4,4,2.2,False
82,292.8,82,82.69,268.8,282,22.08,208.0,22,9.28,9.0,2,2.28,False
28,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,False
0,244.2,34,23.02,229.2,90,29.42,224.2,92,3.32,20.2,4,2.49,False
0,2112.0,911,22.22,2112.2,22,29.611,11211.2,2011,22.2,11.2,20,2.1111,False
29,2611.11,222,211.29,2116.9,119,211.119,229.2,211,22.22,0.0,0,0.0,False
0,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,False
80,488.4,90,46.08,484.4,94,44.84,488.8,94,6.94,44.8,4,8.46,False
0,222.0,202,22.119,11211.2,211,22.22,2211.9,222,6.211,2.11,2,2.011,False
0,224.4,24,20.93,220.0,44,22.24,234.9,24,2.22,22.2,2,4.24,False
0,2211.9,222,29.9,21111.2,2211,22.22,2110.11,222,6.29,211.0,2,11.112,False
0,322.2,202,28.9,322.2,92,20.88,280.8,88,8.32,32.6,2,8.2,False
0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,False
26,229.2,222,110.1111,2211.2,229,211.112,222.11,2011,9.1111,9.11,11,2.112,True
24,224.3,92,22.23,229.4,224,20.22,292.4,44,4.22,22.0,2,4.22,False
0,489.8,448,44.44,440.4,98,44.86,448.4,86,4.88,48.4,4,8.84,False
0,407.6,88,55.49,454.4,65,44.45,455.4,98,44.48,44.4,5,5.84,False
0,212.9,110,36.19,187.0,69,15.9,128.1,71,5.76,6.3,3,1.7,False
28,206.9,226,88.22,262.2,226,22.22,222.8,222,2.28,9.8,22,2.82,False
0,446.7,50,56.84,444.5,445,44.47,455.5,406,6.09,40.8,4,4.94,False
22,229.3,202,22.22,239.2,93,22.02,222.2,63,20.02,9.3,2,2.63,False
0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3.0,True
0,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46,False
0,290.9,22,42.24,232.2,209,24.22,242.9,200,20.22,4.2,2,2.22,False
0,464.4,449,44.4,480.8,408,44.84,446.0,444,4.94,9.8,4,4.68,False
0,153.7,105,26.13,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89,False
0,2211.2,2011,211.29,262.11,2211,211.211,2119.11,2011,22.62,22.0,2,2.92,False
0,226.11,22,22.92,2911.11,112,26.62,200.11,96,9.02,22.2,2,11.26,False
0,459.4,74,40.66,488.5,444,46.04,405.6,446,4.75,8.8,5,4.58,False
0,468.0,446,48.86,494.4,94,46.88,466.8,98,4.49,40.4,8,4.48,False
0,226.2,220,29.98,286.0,288,20.06,282.8,202,6.86,20.6,2,2.86,False
0,232.4,92,22.94,230.9,224,24.34,294.3,24,4.92,9.4,4,2.42,False
0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,False
0,286.2,62,28.68,282.2,60,28.92,226.2,222,6.88,22.0,2,2.92,True
0,228.2,222,22.28,60.0,90,8.2,289.0,229,8.8,22.8,2,8.08,False
0,99.8,444,46.88,440.8,486,44.99,448.8,94,40.44,9.0,6,4.48,False
0,228.2,222,22.88,222.2,220,20.8,262.6,202,2.82,22.2,8,8.29,False
0,239.2,29,22.2,229.3,33,23.26,262.3,22,2.33,9.2,2,2.62,False
0,242.3,92,42.49,204.2,224,22.2,244.9,202,2.24,4.2,3,2.44,False
0,289.8,202,82.22,222.2,80,22.88,222.2,222,2.22,20.6,8,2.86,False
0,292.2,322,88.0,326.6,320,28.02,802.8,286,28.68,2.0,2,2.89,False
0,262.2,63,23.26,223.3,22,22.22,220.2,222,6.3,20.3,3,2.23,True
55,495.4,405,54.88,454.6,79,49.69,446.4,90,40.48,44.4,44,5.0,False
0,202.0,328,32.82,328.8,282,9.68,288.6,208,8.29,32.2,8,8.08,False
0,226.2,98,88.82,228.2,228,29.89,28.2,98,8.29,22.6,2,2.28,False
0,488.0,440,46.88,488.4,404,44.84,446.4,84,4.94,4.0,4,4.89,True
0,288.8,92,26.2,282.2,328,32.89,282.2,99,8.2,8.8,6,2.8,False
0,289.2,222,82.28,228.2,92,28.92,269.0,226,22.22,28.9,8,8.28,False
82,288.2,226,82.28,298.8,206,26.62,280.2,98,8.2,20.8,8,2.82,False
0,292.2,222,112.119,222.2,1111,20.112,2011.11,116,9.26,9.2,11,2.26,False
0,488.9,94,84.44,408.9,404,44.88,484.8,444,6.88,44.6,8,8.48,False
0,456.6,409,40.44,469.9,407,44.44,444.5,448,9.55,44.4,4,5.0,True
0,488.4,404,48.88,486.9,448,44.84,484.9,44,40.84,40.0,8,4.4,False
44,448.4,85,40.08,409.6,74,9.54,445.5,75,44.05,46.9,4,4.56,False
48,94.4,404,46.08,486.4,404,44.88,444.4,89,6.68,4.8,4,4.44,False
20,222.2,1111,29.2,2211.2,209,22.1111,296.11,911,11.116,22.0,6,11.211,False
0,222.0,202,116.119,2112.11,1111,22.911,2112.11,209,6.02,22.11,2,11.29,False
0,282.2,62,28.26,262.2,92,22.29,202.2,202,9.2,28.2,8,8.62,True
0,298.9,222,88.8,222.0,208,29.8,828.2,228,22.09,28.2,2,8.86,False
0,448.4,48,48.48,464.9,404,44.04,446.0,448,9.44,44.8,4,8.84,True
23,292.6,202,32.22,293.3,22,26.62,209.2,239,2.92,6.3,3,2.32,False
22,242.4,220,40.92,224.2,224,29.49,232.2,222,22.42,9.2,2,2.24,False
0,271.1,101,46.09,237.4,133,20.18,145.4,103,6.54,8.4,6,2.27,True
84,444.8,480,49.48,448.9,94,40.48,448.4,444,8.04,48.4,6,8.86,False
0,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,False
44,446.0,448,86.44,484.8,404,49.48,448.8,400,9.4,9.8,4,4.84,True
48,98.9,444,46.8,489.8,484,48.86,484.8,484,6.88,40.4,8,4.84,False
0,268.6,32,28.66,208.2,28,32.28,328.8,88,2.92,8.9,2,2.89,False
0,1111.6,2211,22.22,220.9,92,20.211,226.6,220,20.2,20.2,9,2.119,False
0,444.6,70,55.97,446.9,80,48.44,455.5,60,6.94,7.8,4,4.44,False
0,288.8,92,82.8,329.2,88,28.62,328.6,202,20.96,8.8,8,2.29,False
0,454.0,67,46.48,445.8,448,49.49,465.5,86,44.94,5.5,5,0.95,False
0,444.9,96,44.49,444.9,96,48.44,448.8,444,8.4,6.6,4,4.48,False
0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,False
29,88.6,282,22.22,208.9,282,22.88,229.8,28,20.88,8.2,8,2.29,False
0,328.2,322,32.88,322.2,320,20.8,262.6,202,2.82,32.2,8,8.29,False
0,288.2,202,32.68,202.6,32,32.89,296.9,208,8.86,32.2,2,8.0,False
0,328.2,209,82.92,322.8,86,20.82,289.8,88,28.02,32.8,2,8.92,False
0,2611.2,110,22.22,262.6,90,22.211,112.11,90,11.92,6.2,20,2.62,False
0,2211.2,92,29.211,222.2,209,20.22,211.11,911,11.22,2.11,2,2.011,False
22,222.3,23,29.34,223.3,222,24.02,222.2,92,9.34,4.4,4,2.44,False
0,246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,9.4,5,2.54,False
0,844.6,404,84.64,484.6,448,44.89,444.4,488,6.88,44.8,8,8.08,True
0,288.8,228,28.09,268.2,88,28.82,229.8,206,20.82,22.6,8,8.2,False
0,223.3,232,33.3,203.2,32,9.2,239.6,232,6.23,22.3,9,2.62,True
0,322.2,80,28.02,299.2,200,26.92,260.2,206,2.28,28.2,2,8.2,False
44,440.8,404,40.94,75.9,406,6.45,444.6,445,40.44,7.4,5,4.94,False
0,447.5,85,44.08,445.4,95,49.46,444.5,454,40.99,40.4,4,4.75,True
0,406.0,89,88.04,486.0,88,48.84,804.4,86,48.84,8.4,44,4.44,False
211,11011.0,2211,112.116,222.11,2211,22.06,2112.9,2011,6.1111,2.2,11,2.0,False
0,444.4,94,48.99,449.4,446,44.44,486.0,48,6.44,40.8,4,4.94,False
0,286.2,208,28.88,260.2,202,28.66,329.2,80,32.32,2.2,2,2.0,False
0,222.9,202,33.23,223.3,32,22.22,293.9,203,3.93,3.0,2,2.26,False
0,328.8,28,29.62,262.8,88,32.32,322.2,90,8.32,28.8,8,8.89,False
0,288.6,202,26.96,222.2,22,22.98,229.8,202,8.02,20.2,8,2.28,False
0,222.6,22,26.22,229.2,208,29.8,22.8,222,8.28,20.9,8,2.92,False
0,140.0,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,False
0,469.7,445,48.85,444.4,445,44.04,455.0,445,44.59,40.5,5,4.84,True
0,293.2,229,44.44,223.4,43,24.0,242.2,204,20.23,24.2,2,2.2,False
0,21111.2,2211,22.611,222.0,92,20.29,2112.2,229,22.26,11.9,2,2.119,False
22,293.3,66,32.36,263.3,33,22.33,222.2,92,9.63,22.2,2,3.0,False
0,222.2,222,1111.66,2611.11,119,22.112,2211.11,112,6.211,211.0,2,11.112,False
0,222.11,2011,22.62,2112.11,112,22.116,21111.0,1111,6.011,20.11,11,2.211,False
0,328.2,90,29.62,262.6,68,32.82,328.2,69,32.06,28.2,8,8.82,False
0,228.9,88,82.22,208.0,88,22.68,208.8,99,9.28,22.2,2,8.0,False
0,224.4,204,43.44,249.3,42,24.42,249.2,242,3.23,4.0,20,2.44,False
0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,False
0,494.4,444,84.84,468.8,488,44.84,409.8,99,4.94,40.8,8,4.48,False
0,490.5,408,54.59,459.7,408,44.07,444.5,444,6.57,9.7,4,4.64,True
23,203.3,223,32.63,262.2,23,22.2,223.2,203,20.23,2.3,3,2.92,False
0,488.8,94,44.66,444.8,446,44.06,449.0,48,9.86,44.8,8,8.08,False
0,266.6,82,28.82,292.2,92,26.88,262.9,228,2.86,2.2,6,2.08,False
0,288.8,92,32.66,322.8,326,32.06,329.0,28,9.86,32.8,8,8.08,True
0,488.0,444,84.48,448.8,94,48.98,444.8,94,40.08,44.6,4,8.4,False
0,449.7,74,45.45,444.5,97,48.06,445.9,67,44.07,44.6,4,5.4,False
0,222.11,222,29.92,202.2,62,22.09,202.9,112,2.116,22.2,11,11.29,False
0,332.3,223,36.33,292.2,202,26.33,292.0,33,3.39,20.2,6,2.32,True
0,282.6,220,22.82,222.8,96,22.96,268.8,92,2.82,22.2,2,8.0,False
110,21111.2,226,26.1111,2911.11,110,26.62,220.2,2011,2.611,211.2,6,2.26,False
89,289.8,202,28.68,328.8,322,28.26,326.8,202,32.09,8.2,2,2.29,False
0,222.11,220,1111.92,262.6,222,211.112,2112.2,2211,6.06,211.2,11,11.116,False
0,222.2,229,20.112,2211.2,2011,9.62,2110.2,92,11.22,22.11,2,11.1111,False
0,263.2,220,23.63,302.0,222,23.39,262.0,220,2.32,3.3,2,2.32,False
0,222.6,20,33.92,226.9,30,23.22,233.3,60,6.92,2.3,2,2.22,False
28,222.9,222,82.22,282.2,82,22.68,280.8,222,22.22,2.2,8,2.92,False
0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,True
8,222.8,202,82.88,222.8,92,22.88,822.8,222,26.99,9.2,2,2.62,False
0,223.2,99,29.32,233.3,33,23.2,229.2,36,3.02,22.3,3,3.22,False
22,224.2,92,22.42,224.9,94,24.24,222.4,204,9.34,22.2,3,4.44,False
112,226.9,220,29.112,2112.2,92,29.211,222.2,222,11.211,22.0,9,2.92,False
39,222.2,203,36.2,269.2,223,22.33,239.2,222,3.32,20.2,3,2.23,False
0,326.0,322,32.82,208.0,322,32.26,282.8,320,6.88,28.8,2,8.89,False
0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,True
0,288.2,202,28.02,282.2,322,20.28,328.8,92,8.82,32.8,2,2.28,False
0,407.0,444,55.49,475.8,96,44.77,478.4,64,8.05,44.4,5,5.47,False
0,490.9,44,84.48,464.4,409,48.44,484.9,400,40.44,8.4,4,4.44,False
0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,False
0,457.4,444,46.76,445.0,75,44.55,484.8,94,44.68,9.5,4,4.54,False
0,1129.11,211,116.02,2011.11,220,22.22,262.2,202,22.02,20.6,6,2.116,True
1111,220.2,222,20.112,202.11,202,22.211,206.2,222,9.22,26.2,6,2.1111,False
0,328.2,200,29.28,328.2,32,28.26,322.8,69,6.82,32.8,2,8.32,False
0,222.2,23,29.09,232.2,33,22.36,92.6,92,2.22,26.2,3,2.32,False
0,282.2,222,82.82,298.6,88,26.68,282.8,229,8.28,8.2,2,2.88,False
0,404.0,446,84.84,468.8,86,48.9,498.4,84,8.49,40.4,6,4.84,False
0,288.2,222,82.82,292.2,229,26.22,222.0,28,6.28,20.0,22,2.2,False
0,243.9,209,23.32,222.2,42,20.49,249.2,204,4.42,22.4,4,4.04,False
26,288.2,92,26.98,260.8,222,28.62,228.8,88,9.82,9.9,8,2.62,False
0,2112.11,112,112.112,220.11,911,211.02,206.2,611,9.29,20.2,11,2.211,False
0,322.2,92,26.86,286.2,98,20.09,288.8,208,20.6,2.2,2,2.08,True
0,202.0,82,82.68,268.8,62,22.82,262.0,202,2.88,28.8,8,8.89,False
0,292.6,222,33.03,232.3,206,29.29,223.2,92,2.3,3.3,2,2.03,False
0,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,False
0,67.7,68,44.54,495.7,86,46.65,456.5,457,40.64,44.0,4,5.44,False
0,2110.6,1111,22.6,2112.9,110,211.92,220.11,2112,11.22,2.11,11,2.22,False
0,289.2,82,82.26,282.2,222,28.62,288.8,88,22.82,20.6,8,2.86,True
0,484.4,89,48.55,457.0,445,45.55,444.8,94,40.95,8.4,8,4.47,True
0,484.0,90,44.44,494.8,48,46.49,448.8,444,4.94,0.0,0,0.0,False
0,322.2,282,29.82,280.8,200,29.89,328.2,209,20.32,32.0,8,2.92,False
0,293.9,223,32.96,33.0,220,2.23,220.2,232,9.23,23.2,3,3.36,False
89,444.0,440,44.44,444.6,89,40.84,804.0,44,48.89,44.8,8,8.08,False
0,222.9,202,1111.211,2211.11,112,22.22,2911.9,2011,11.911,11.0,2,2.26,False
0,222.2,92,26.36,236.2,93,20.09,233.3,203,20.6,2.2,2,2.03,True
22,222.2,94,29.2,232.4,43,24.24,223.4,90,2.94,24.0,9,4.42,False
0,288.6,202,28.86,299.0,98,26.92,202.2,282,9.28,2.8,2,2.22,False
49,454.4,444,45.69,444.7,88,40.8,454.4,94,6.95,45.8,4,5.75,False
46,464.8,94,44.44,480.8,440,44.48,444.4,94,6.44,6.6,8,4.48,False
0,42.4,94,22.22,243.2,34,22.32,240.4,224,22.22,22.2,3,4.44,False
0,262.3,114,44.59,198.9,96,16.91,165.9,90,7.47,6.6,5,1.78,False
0,240.4,209,40.22,244.4,44,22.44,292.9,92,4.32,22.2,3,4.42,False
0,228.2,80,29.82,292.2,222,26.28,288.2,202,8.22,9.2,2,2.62,False
112,2611.11,22,22.11,2011.2,202,22.26,2112.0,112,20.22,2.11,2,2.22,False
0,90.4,408,48.84,446.4,44,48.48,446.8,444,6.89,44.4,4,8.48,False
0,328.2,206,32.88,82.0,328,6.89,268.2,282,2.82,9.8,8,2.68,False
0,290.2,119,112.1111,266.2,2011,22.22,229.11,211,9.119,211.0,2,2.011,False
0,2119.11,2211,22.22,2911.2,2211,26.62,202.2,116,2.62,2.2,2,2.92,False
0,222.9,93,22.29,222.9,93,24.22,224.4,222,4.2,3.3,2,2.24,False
0,200.0,33,42.0,202.9,202,9.22,244.2,42,20.42,22.2,2,4.04,False
0,290.9,22,32.23,262.2,209,23.22,232.9,200,20.22,3.2,2,2.22,False
0,290.6,200,112.2,262.2,202,211.22,2119.9,2116,11.1111,211.0,6,11.112,False
0,244.2,202,24.02,242.2,222,20.24,224.4,92,4.42,22.4,2,2.24,False
0,2119.11,92,22.22,220.2,116,20.211,2611.0,911,2.112,20.6,11,2.116,False
26,282.9,208,28.88,328.2,288,20.62,290.8,98,8.89,8.2,8,2.26,False
0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,2,1.89,False
0,138.4,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,True
0,286.2,98,82.62,282.8,82,22.62,222.0,222,9.68,22.6,2,8.92,False
0,464.4,88,44.64,494.6,448,46.84,446.8,88,6.89,8.8,6,4.44,False
0,119.7,148,20.35,231.8,96,19.7,222.3,113,10.0,4.6,2,1.24,False
0,488.4,400,48.88,448.4,88,48.84,464.8,98,4.89,4.9,4,4.84,False
0,468.8,48,44.88,488.6,88,44.48,494.9,98,8.68,48.4,4,4.44,False
0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,False
0,260.2,320,32.32,288.9,202,32.8,282.8,88,8.32,6.9,2,2.86,False
0,466.8,409,48.86,486.0,444,40.06,804.6,44,48.84,9.8,4,4.84,False
29,233.2,222,22.63,222.2,32,23.3,232.6,203,3.92,6.3,3,2.32,False
0,224.2,222,22.44,239.4,202,22.22,294.3,92,4.22,20.4,4,2.24,False
0,224.9,202,40.22,239.2,220,22.42,224.3,200,3.39,24.4,4,4.24,False
0,202.2,208,82.86,229.2,86,29.8,298.2,228,8.28,22.8,8,8.22,False
0,226.2,202,1111.29,226.11,60,211.1111,2211.2,112,9.6,22.11,2,11.112,True
0,236.3,92,20.22,232.3,230,22.99,260.3,93,2.22,22.2,3,3.02,False
0,260.2,211,22.22,2911.9,2011,22.911,1106.6,90,211.11,22.6,11,11.2,False
89,269.8,208,28.82,68.2,226,8.82,222.2,92,6.8,20.9,2,2.92,False
0,220.2,62,20.88,288.0,98,28.02,229.0,22,22.22,20.2,6,2.28,False
22,230.9,223,22.23,203.2,220,22.29,222.2,63,2.23,22.2,2,3.33,False
22,224.4,249,29.49,244.0,94,24.24,240.2,32,4.24,2.4,4,2.22,False
0,222.2,88,22.88,262.6,208,22.29,288.2,92,8.82,9.9,8,2.62,False
0,169.3,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,False
0,226.9,2211,110.02,202.11,116,11.22,2211.2,112,9.62,20.11,2,2.112,True
0,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,False
0,2119.11,229,112.211,21111.11,222,29.1111,220.9,202,22.29,20.0,2,2.2,False
0,201.8,81,34.31,225.0,114,19.13,204.4,82,9.2,10.3,6,2.78,False
0,62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,False
0,450.6,85,44.4,408.4,444,47.69,404.6,74,9.44,45.6,5,4.44,False
0,244.2,200,24.44,224.2,44,24.42,232.4,94,2.49,2.9,2,2.42,False
0,448.4,64,49.88,468.4,444,44.08,444.8,444,6.84,40.8,8,4.94,False
22,222.2,209,211.99,222.2,92,29.2,222.11,222,2.112,211.2,2,11.116,False
88,328.2,62,86.88,288.0,202,32.82,202.2,28,9.88,20.2,8,2.89,False
0,2119.2,26,112.211,2116.2,611,211.22,222.0,92,20.911,11.11,11,2.22,False
0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,False
0,170.5,94,28.99,173.7,109,14.76,248.6,75,11.19,11.3,2,3.05,False
48,494.4,48,88.86,498.4,448,48.48,444.4,48,9.88,48.4,4,8.86,False
28,292.2,28,88.86,298.2,328,28.28,322.2,28,9.88,28.2,2,8.86,False
0,200.2,92,32.03,222.9,202,20.32,290.9,96,3.39,3.3,3,2.33,False
0,444.5,404,44.06,465.0,94,44.56,407.4,445,9.54,5.4,4,0.94,False
0,484.5,98,50.86,499.9,88,46.99,487.7,444,44.95,6.6,5,4.78,False
22,290.11,911,112.1111,229.0,222,22.22,2211.2,112,9.22,20.6,2,2.116,False
0,23.3,229,23.32,293.2,92,26.33,223.3,92,22.23,22.2,2,3.22,False
0,260.11,92,22.112,21111.11,112,211.22,2112.11,2011,22.22,11.11,11,2.11,False
0,222.3,29,22.29,233.0,223,23.23,222.3,23,2.99,6.0,22,2.62,False
0,296.2,208,88.82,299.2,328,26.92,288.9,32,6.32,32.9,2,8.28,False
88,444.6,440,48.94,448.8,444,48.48,464.6,448,44.04,46.0,8,4.84,False
82,326.9,320,29.82,282.2,92,29.28,322.2,322,8.28,32.0,9,2.92,False
26,293.3,223,33.3,266.6,62,22.26,293.3,223,3.93,22.2,3,3.39,True
33,200.1,108,34.02,188.9,122,16.06,205.1,90,9.23,15.5,4,4.19,False
0,320.0,202,28.9,286.6,322,32.82,268.8,202,2.88,32.0,8,8.32,True
28,266.0,62,28.32,288.9,88,29.88,320.2,82,2.68,2.2,8,2.08,False
42,292.4,222,42.39,229.4,222,20.99,243.4,202,3.24,3.4,22,2.2,False
0,224.2,24,24.24,232.9,202,22.02,223.0,224,9.22,22.4,2,4.42,True
0,232.0,233,26.23,293.9,222,26.92,232.9,200,6.32,9.3,3,2.32,True
0,136.7,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,4,2.32,False
0,239.3,22,32.23,220.9,203,23.23,233.2,222,20.22,9.2,3,2.23,False
0,244.3,242,20.04,224.9,229,9.44,244.2,243,4.42,23.2,2,2.42,False
0,222.0,204,29.02,294.2,220,23.23,204.9,94,9.2,2.2,2,2.22,True
0,455.4,444,45.04,404.0,78,47.09,495.5,408,8.79,9.7,7,4.64,False
0,243.0,115,41.31,191.8,91,16.3,117.8,93,5.3,13.4,5,3.62,False
0,449.4,484,44.98,448.8,88,49.44,408.8,444,9.4,44.4,6,8.48,True
0,328.2,98,88.28,286.2,206,32.89,292.8,202,8.88,9.0,2,2.28,False
0,494.9,408,88.64,484.8,409,48.48,484.4,86,44.66,6.4,8,4.84,False
0,699.9,609,60.06,666.9,669,66.6,966.6,696,66.69,66.9,9,9.99,False
0,222.2,2110,20.119,226.0,116,211.116,21111.2,1111,20.1111,26.2,11,2.1111,False
0,292.3,224,42.22,203.2,204,22.42,244.2,94,22.22,20.4,4,2.92,False
0,282.0,220,22.82,280.2,206,22.22,282.8,96,6.88,9.6,2,2.89,False
0,97.5,95,16.58,195.8,82,16.64,288.8,78,13.0,0.0,0,0.0,False
0,322.2,88,26.82,202.9,328,9.32,288.8,82,8.88,32.2,2,8.28,False
0,488.8,444,48.4,494.6,88,46.84,446.6,48,44.48,8.4,8,4.0,False
29,2116.11,2211,211.26,229.11,2011,211.26,22.2,911,11.2,22.11,11,11.1111,False
23,233.6,222,20.03,236.3,223,20.23,222.2,222,20.33,2.2,2,2.03,False
0,282.8,98,82.98,229.2,228,22.68,202.2,228,9.06,22.0,2,2.92,False
0,282.2,90,26.32,328.8,32,28.98,282.2,322,8.26,6.2,2,2.68,False
0,299.2,203,44.43,242.4,22,24.92,222.0,44,9.34,24.4,4,4.49,False
82,32.9,68,2.68,282.2,82,32.32,268.2,328,2.88,28.8,8,8.89,False
80,484.8,480,89.84,498.4,446,46.89,468.8,94,44.4,44.4,4,8.08,False
0,488.4,68,40.48,484.4,98,48.94,490.0,448,8.88,44.8,4,8.49,False
0,234.4,93,24.29,290.0,222,23.24,222.0,223,3.24,20.9,4,2.92,True
20,2112.2,21111,211.211,262.2,96,211.22,2112.2,92,22.112,20.11,2,2.112,False
0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,False
0,222.2,206,32.39,223.6,23,23.23,202.2,90,9.22,2.2,3,2.0,False
0,229.9,202,22.03,203.2,233,22.22,232.2,93,20.22,22.3,3,3.36,False
0,456.4,94,45.45,440.9,440,48.78,496.9,446,8.86,45.5,7,5.59,False
0,236.2,92,23.23,220.9,220,23.23,296.9,226,3.36,23.3,2,3.39,False
0,440.8,66,88.48,498.8,46,46.64,444.6,84,9.94,44.4,4,8.04,False
0,174.0,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,False
0,233.2,23,22.23,232.3,202,23.96,232.9,39,3.29,20.2,2,2.39,True
0,322.8,322,29.92,202.2,62,32.09,202.9,82,2.86,32.2,8,8.29,False
0,229.2,224,40.24,293.3,242,23.22,243.2,223,4.2,20.2,20,2.24,False
24,220.4,93,42.24,244.4,22,22.29,204.0,222,9.22,9.2,3,2.42,False
48,488.4,88,89.64,448.8,404,9.68,448.0,44,8.84,46.4,4,4.88,False
0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,False
0,293.3,206,32.36,269.0,230,22.32,223.2,222,20.23,22.3,2,3.29,False
0,464.8,94,48.44,480.0,68,49.88,494.4,448,8.68,40.6,8,4.86,False
0,2211.11,92,26.1111,2119.2,206,22.62,269.2,226,22.22,11.11,11,2.112,True
112,2211.9,202,22.2,296.2,202,26.69,2112.2,211,22.112,20.11,2,2.211,False
0,488.6,408,46.44,484.9,88,49.8,444.4,94,9.64,44.4,4,8.84,True
0,202.9,200,82.29,228.6,26,28.28,208.8,226,9.22,22.8,8,8.26,False
0,44.2,222,22.42,222.3,20,24.42,290.3,24,4.44,22.3,4,4.24,False
22,220.2,89,28.82,228.2,222,28.99,282.9,28,22.62,8.8,20,2.08,False
29,229.2,224,40.4,224.2,200,24.22,223.2,204,22.02,20.0,4,2.2,False
0,222.3,232,22.22,222.2,23,22.0,263.2,223,22.02,22.2,2,3.03,True
0,223.2,232,22.22,229.3,92,20.99,236.2,209,3.39,3.2,2,2.2,False
82,222.0,99,88.82,288.2,89,28.28,282.8,96,20.82,22.2,8,8.08,False
44,460.4,404,44.44,468.4,486,44.84,48.4,404,4.04,9.8,4,4.84,False
44,484.8,440,80.94,448.4,448,49.89,464.4,444,44.84,9.4,4,4.48,False
0,454.8,84,44.44,484.5,449,44.47,505.5,404,45.75,44.5,4,5.05,False
0,1120.2,92,112.22,66.11,2211,11.611,226.11,99,22.09,9.2,20,2.211,False
